status_code, message, timestamp
1, "The PRT is currently running on a normal schedule.", 2011/11/02 09:34:53
6, "The PRT is currently down at the Health Sciences Center station.", 2011/10/28 11:27:55
1, "The PRT is currently running on a normal schedule.", 2011/10/27 15:26:32
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/10/27 15:17:16
1, "The PRT is currently running on a normal schedule.", 2011/10/17 05:12:52
1, "The PRT is currently running on a normal schedule.", 2011/10/14 14:21:42
5, "The prt is out of service @ hos tow eng and bee busses pick up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of eng and bee", 2011/10/14 14:03:18
2, "The PRT is currently down between Towers and Beechurst.", 2011/10/14 13:59:43
1, "The PRT is currently running on a normal schedule.", 2011/10/14 08:48:33
5, "The prt is out of service @ eng and bee busses pick up @ the turnarounds outside of eng and bee", 2011/10/14 06:32:07
1, "The PRT is currently running on a normal schedule.", 2011/10/13 18:03:26
5, "The PRT is Currently down between Beechurst and walnut Station. Buses are running from Walnut and Beechurst to Engineering.", 2011/10/13 16:16:50
2, "The PRT is currently down between Beechurst and Walnut Street.", 2011/10/13 16:10:07
1, "The PRT is currently running on a normal schedule.", 2011/10/13 12:09:04
5, "the prt is out of service @ bee and eng busses pick up @ the turnarounds outside of eng and bee", 2011/10/13 11:09:43
5, "the prt is out of service @ eng bee and wal busses are picking up @ the turnarounds outside of bee and eng and @ the corner of wal and chestnut streets outside of wal", 2011/10/13 10:41:47
5, "The prt is out of service @ bee and eng busses will p[ick up @ the turnarounds outside of bee and eng", 2011/10/13 10:39:24
1, "The PRT is currently running on a normal schedule.", 2011/10/13 10:21:42
5, "Yhe prt is out of service between eng and bee busses will pick up @ the turnarounds @ eng and bee", 2011/10/13 10:07:57
5, "Yhe prt is out of service between eng and bee busses will pick up @ the turnarounds @ eng and bee", 2011/10/13 10:07:52
2, "The PRT is currently down between Beechurst and Engineering.", 2011/10/13 10:06:18
1, "The PRT is currently running on a normal schedule.", 2011/10/12 10:30:02
5, "The prt is out of service @ bee and eng busses pick up @ the turnarounds outside of eng and bee", 2011/10/12 10:20:37
2, "The PRT is currently down between Engineering and Beechurst.", 2011/10/12 10:19:16
1, "The PRT is currently running on a normal schedule.", 2011/10/10 08:46:59
5, "The prt is out of service @ tow engbee and wal busses pick up @ the crosswalk by the tennis coiurts outside of tow @ the turnarounds outside of eng and bee and @ the corner of walnut and chestnut sreets outside of wal sta", 2011/10/10 08:23:50
2, "The PRT is currently down between Towers and Beechurst.", 2011/10/10 08:21:46
1, "The PRT is currently running on a normal schedule.", 2011/10/10 06:41:04
5, "The prt is out of service @ bee busses are picking up @ the turnarounds outside of bee and eng", 2011/10/10 06:32:54
6, "The PRT is currently down at the Beechurst station.", 2011/10/10 06:31:00
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/10/10 06:30:14
1, "The PRT is currently running on a normal schedule.", 2011/10/08 12:46:34
2, "The PRT is currently down between Towers and Beechurst.", 2011/10/08 12:41:04
2, "The PRT is currently down between Engineering and Beechurst.", 2011/10/08 12:26:18
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/10/08 12:25:35
2, "The PRT is currently down between Engineering and Beechurst.", 2011/10/08 12:24:57
1, "The PRT is currently running on a normal schedule.", 2011/10/07 11:00:15
6, "The PRT is currently down at the Beechurst station.", 2011/10/07 10:57:08
1, "The PRT is currently running on a normal schedule.", 2011/10/06 10:32:42
5, "the prt is out of service @ eng bee and wal busses will pick up @ the turnaround @ eng and bee and @ the corner of walnut and chestnut streets out side of wal", 2011/10/06 10:29:57
2, "The PRT is currently down between Engineering and Beechurst.", 2011/10/06 10:26:42
1, "The PRT is currently running on a normal schedule.", 2011/10/06 09:44:20
6, "The PRT is currently down at the Beechurst station.", 2011/10/06 09:41:32
1, "The PRT is currently running on a normal schedule.", 2011/10/06 08:52:15
4, "The PRT is currently down.", 2011/10/06 08:35:18
1, "The PRT is currently running on a normal schedule.", 2011/10/06 08:35:14
1, "The PRT is currently running on a normal schedule.", 2011/10/05 13:37:54
5, "The prt is out of service @ hos tow eng and bee busses pick up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of bee and eng", 2011/10/05 13:14:57
5, "The prt is out of service @ tow eng and bee busses are picking up @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of eng and bee", 2011/10/05 13:12:16
2, "The PRT is currently down between Towers and Beechurst.", 2011/10/05 13:09:47
1, "The PRT is currently running on a normal schedule.", 2011/10/05 09:31:17
5, "prt down from towers hosp. and eng. stations to beechurst and walnut.", 2011/10/05 09:28:23
1, "The PRT is currently running on a normal schedule.", 2011/10/04 11:27:06
5, "the prt is out of service @ tow eng and bee busses will pick up @ the turnarounds outside of eng and bee and @ the crosswalk by the tennis courts outside of tow", 2011/10/04 11:15:00
2, "The PRT is currently down between Towers and Beechurst.", 2011/10/04 11:11:22
1, "The PRT is currently running on a normal schedule.", 2011/10/03 14:05:25
2, "The PRT is currently down between Walnut Street and Beechurst.", 2011/10/03 13:59:53
1, "The PRT is currently running on a normal schedule.", 2011/10/03 12:58:32
5, "The prt is out of service @ eng bee and wal busses pick up @ the turnarounds outside of eng and bee and @ the corner of walnut and chestnut streets outside of wal", 2011/10/03 12:52:12
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/10/03 12:50:11
1, "The PRT is currently running on a normal schedule.", 2011/10/03 09:12:15
5, "The prt is out of service between tow and hos busses will be picking up @ the crosswalk by the tennis courts outside of tow and @ the bottom of mtr sta outside of hos", 2011/10/03 08:49:01
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/10/03 08:47:55
1, "The PRT is currently running on a normal schedule.", 2011/10/03 08:41:31
1, "The PRT is currently running on a normal schedule.", 2011/10/03 08:41:26
5, "the prt is out of service between bee and wal busses are picking up @ the turnaround outside of bee and @ the corner of walnut and chestnut streets outside of wal sta", 2011/10/03 08:31:31
2, "The PRT is currently down between Beechurst and Walnut Street.", 2011/10/03 08:24:26
1, "The PRT is currently running on a normal schedule.", 2011/10/01 17:57:29
6, "The PRT is currently down at the Health Sciences Center station.", 2011/10/01 17:56:27
1, "The PRT is currently running on a normal schedule.", 2011/10/01 12:18:30
2, "The PRT is currently down between Walnut Street and Beechurst.", 2011/10/01 12:09:19
2, "The PRT is currently down between Walnut Street and Beechurst.", 2011/10/01 12:09:18
1, "The PRT is currently running on a normal schedule.", 2011/09/28 10:16:16
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/28 10:10:45
1, "The PRT is currently running on a normal schedule.", 2011/09/28 09:17:53
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/28 09:16:10
1, "The PRT is currently running on a normal schedule.", 2011/09/27 09:40:11
5, "Eng sta is out of service busses are picking up @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of eng and bee", 2011/09/27 09:28:41
6, "The PRT is currently down at the Engineering station.", 2011/09/27 09:20:14
1, "The PRT is currently running on a normal schedule.", 2011/09/27 07:12:05
5, "The prt ic currently out of service busses are picking up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis courts out side of tow @ the turnarounds outside of eng and bee and @ the corner of walnut and chestnut streets @ wal", 2011/09/27 06:55:39
4, "The PRT is currently down.", 2011/09/27 06:53:14
2, "The PRT is currently down between Towers and Beechurst.", 2011/09/27 06:52:28
1, "The PRT is currently running on a normal schedule.", 2011/09/26 12:54:22
2, "The PRT is currently down between Towers and Beechurst.", 2011/09/26 12:51:50
1, "The PRT is currently running on a normal schedule.", 2011/09/26 10:14:15
5, "The prt is put of service @ bee eng and wal busses are picking up @ the turnarounds outside of eng and bee and @ the corner of walnut nd chestnut streets outside of wal", 2011/09/26 10:11:04
5, "The prt is out of service between eng and bee busses are picking up @ the turnarounds @ eng and bee", 2011/09/26 10:06:28
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/26 10:00:14
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/26 10:00:14
1, "The PRT is currently running on a normal schedule.", 2011/09/26 09:00:07
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/26 08:54:17
1, "The PRT is currently running on a normal schedule.", 2011/09/24 12:51:59
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/24 12:37:06
1, "The PRT is currently running on a normal schedule.", 2011/09/22 14:14:45
5, "the PRT is out of service to and from med center", 2011/09/22 13:49:58
1, "The PRT is currently running on a normal schedule.", 2011/09/21 12:47:14
2, "The PRT is currently down between Towers and Beechurst.", 2011/09/21 12:37:32
1, "The PRT is currently running on a normal schedule.", 2011/09/21 12:31:55
1, "The PRT is currently running on a normal schedule.", 2011/09/21 11:59:11
5, "The prt is out of service between bee and eng busses pick up @ the turnarounds outside of bee and eng", 2011/09/21 10:50:56
2, "The PRT is currently down between Beechurst and Engineering.", 2011/09/21 10:41:56
1, "The PRT is currently running on a normal schedule.", 2011/09/19 07:13:16
5, "The prt is out of service @ bee sta busses are running @ eng bee and wal sta&#039;s the busses pick up @ the turnarounds outside of eng and bee sta&#039;s and @ the corner of walnut and chestnut streets outside of wal", 2011/09/19 06:31:51
1, "The PRT is currently running on a normal schedule.", 2011/09/16 12:29:10
5, "prt out of service all stations - computerreboot- 10 min.", 2011/09/16 12:19:45
1, "The PRT is currently running on a normal schedule.", 2011/09/16 11:36:09
6, "The PRT is currently down at the Beechurst station.", 2011/09/16 11:03:03
1, "The PRT is currently running on a normal schedule.", 2011/09/15 15:26:10
2, "The PRT is currently down between Health Sciences Center and Towers.", 2011/09/15 14:22:37
1, "The PRT is currently running on a normal schedule.", 2011/09/15 13:47:49
5, "The prt is out of service @ HOS busses pick up @ the bottom of mtr sta and @ the crosswalk by the tennis courts outside of tow", 2011/09/15 13:30:42
6, "The PRT is currently down at the Health Sciences Center station.", 2011/09/15 13:22:22
1, "The PRT is currently running on a normal schedule.", 2011/09/15 11:28:28
4, "The PRT is currently down.", 2011/09/15 11:18:39
1, "The PRT is currently running on a normal schedule.", 2011/09/14 13:17:44
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/14 13:12:53
1, "The PRT is currently running on a normal schedule.", 2011/09/14 08:35:52
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/14 07:36:31
1, "The PRT is currently running on a normal schedule.", 2011/09/10 16:20:37
4, "The PRT is currently down.", 2011/09/10 16:20:08
1, "The PRT is currently running on a normal schedule.", 2011/09/10 16:05:26
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/10 15:56:01
1, "The PRT is currently running on a normal schedule.", 2011/09/08 12:45:03
2, "The PRT is currently down between Health Sciences Center and Beechurst.", 2011/09/08 12:31:17
1, "The PRT is currently running on a normal schedule.", 2011/09/07 09:29:29
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/07 09:21:43
1, "The PRT is currently running on a normal schedule.", 2011/09/06 10:40:05
6, "The PRT is currently down at the Walnut Street station.", 2011/09/06 10:39:51
1, "The PRT is currently running on a normal schedule.", 2011/09/06 10:27:00
5, "The prt is out of service @ eng and bee busses arepicking up @ the turnarounds out side of eng and bee", 2011/09/06 10:02:40
1, "The PRT is currently running on a normal schedule.", 2011/09/06 09:55:07
5, "The prt is out of service @ bee and eng busses pick up @ the turnarounds outside of eng and bee", 2011/09/06 09:21:39
2, "The PRT is currently down between Engineering and Beechurst.", 2011/09/06 09:19:01
1, "The PRT is currently running on a normal schedule.", 2011/09/04 19:44:05
2, "The PRT is currently down between Beechurst and Walnut Street.", 2011/09/04 19:37:03
1, "The PRT is currently running on a normal schedule.", 2011/09/01 09:28:08
5, "prt is out of service all stations for 10 min. for restart of central computer", 2011/09/01 09:03:00
1, "The PRT is currently running on a normal schedule.", 2011/08/31 10:12:02
5, "prt is out of service all stations", 2011/08/31 09:35:40
1, "The PRT is currently running on a normal schedule.", 2011/08/30 14:28:55
6, "The PRT is currently down at the Towers station.", 2011/08/30 14:18:42
1, "The PRT is currently running on a normal schedule.", 2011/08/30 10:10:23
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/30 10:01:22
1, "The PRT is currently running on a normal schedule.", 2011/08/29 08:12:20
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/29 08:08:15
1, "The PRT is currently running on a normal schedule.", 2011/08/26 14:14:29
5, "prt is out of service between beechurst and engineering \busses have been called", 2011/08/26 14:00:31
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/26 13:59:25
1, "The PRT is currently running on a normal schedule.", 2011/08/26 08:36:03
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/26 08:24:09
1, "The PRT is currently running on a normal schedule.", 2011/08/24 14:15:49
2, "The PRT is currently down between Towers and Beechurst.", 2011/08/24 14:06:02
1, "The PRT is currently running on a normal schedule.", 2011/08/24 12:37:27
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/24 12:37:16
1, "The PRT is currently running on a normal schedule.", 2011/08/24 12:11:51
5, "The prt is out of service @ tow eng and bee busses will pick up @ the crosswalk outside of tow and @ the turnarounds outside of eng and bee", 2011/08/24 11:43:06
2, "The PRT is currently down between Towers and Beechurst.", 2011/08/24 11:37:58
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/24 11:36:28
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/24 11:36:25
1, "The PRT is currently running on a normal schedule.", 2011/08/23 14:22:23
2, "The PRT is currently down between Towers and Beechurst.", 2011/08/23 14:12:21
1, "The PRT is currently running on a normal schedule.", 2011/08/23 11:26:15
5, "the prt is out of service busses pick up @ the bottom of mtr sta at the crosswalk by the tennis courts outside of tow at the turnarounds outside of eng and bee and the corner of walnut and chestnutstreets outside of wal", 2011/08/23 11:18:19
5, "the prt is out of service @ Tow Eng Bee and Wal busses pickup @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of eng and bee and @ the corner of walnut and chestnut streets outside of wal", 2011/08/23 11:10:16
2, "The PRT is currently down between Towers and Beechurst.", 2011/08/23 10:46:53
1, "The PRT is currently running on a normal schedule.", 2011/08/22 13:52:01
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/22 13:49:35
1, "The PRT is currently running on a normal schedule.", 2011/08/22 10:35:51
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/22 10:26:47
1, "The PRT is currently running on a normal schedule.", 2011/08/22 07:30:17
1, "The PRT is currently running on a normal schedule.", 2011/08/22 07:30:13
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/08/22 07:15:32
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/08/22 07:15:26
2, "The PRT is currently down between Engineering and Beechurst.", 2011/08/22 07:12:57
1, "The PRT is currently running on a normal schedule.", 2011/08/21 13:27:35
4, "The PRT is currently down.", 2011/08/21 13:17:58
1, "The PRT is currently running on a normal schedule.", 2011/08/17 07:24:01
1, "The PRT is currently running on a normal schedule.", 2011/07/28 16:56:49
1, "The PRT is currently running on a normal schedule.", 2011/07/28 16:56:41
1, "The PRT is currently running on a normal schedule.", 2011/07/25 06:53:06
5, "Bee sta is out of service busses are running frpm wal to bee and bee to wal busses pick up @ the turnaround outside of bee and @ the corner of wal and chestnut streets", 2011/07/25 06:21:34
1, "The PRT is currently running on a normal schedule.", 2011/07/11 08:02:21
5, "Due to technical reasons are coccourse display signs are not working @ this time however the PRT is running on a normal schedule", 2011/07/11 07:51:57
2, "The PRT is currently down between Beechurst and Engineering.", 2011/06/27 11:59:00
1, "The PRT is currently running on a normal schedule.", 2011/06/21 08:04:34
6, "The PRT is currently down at the Walnut Street station.", 2011/06/21 08:02:37
1, "The PRT is currently running on a normal schedule.", 2011/06/21 07:20:02
2, "The PRT is currently down between Towers and Beechurst.", 2011/06/09 13:38:06
1, "The PRT is currently running on a normal schedule.", 2011/06/09 08:05:59
1, "The PRT is currently running on a normal schedule.", 2011/05/26 18:13:37
5, "the prt is 100 percent down buses are being called", 2011/05/26 16:37:55
1, "The PRT is currently running on a normal schedule.", 2011/05/26 13:48:26
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/05/26 13:33:38
1, "The PRT is currently running on a normal schedule.", 2011/05/26 13:32:49
4, "The PRT is currently down.", 2011/05/26 13:32:40
1, "The PRT is currently running on a normal schedule.", 2011/05/26 09:11:31
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/05/26 08:59:35
2, "The PRT is currently down between Engineering and Beechurst.", 2011/05/26 08:52:55
1, "The PRT is currently running on a normal schedule.", 2011/05/23 07:54:21
1, "The PRT is currently running on a normal schedule.", 2011/05/17 12:51:50
5, "prt is out of service between Beecurst and Engineering / busses are running between those stations", 2011/05/17 11:54:48
1, "The PRT is currently running on a normal schedule.", 2011/05/17 07:09:22
2, "The PRT is currently down between Towers and Beechurst.", 2011/05/17 06:54:46
1, "The PRT is currently running on a normal schedule.", 2011/05/16 05:23:24
5, "The PRT Closed until May 16th", 2011/05/11 10:17:49
1, "The PRT is currently running on a normal schedule.", 2011/05/04 08:24:07
5, "The prt is out of service between tow and hos busses will pick up at the bottom of mtr sta and at the crosswalk by the tennis courts outside of tow", 2011/05/04 08:05:10
5, "The PRT is currently down between Health Sciences Center and Towers", 2011/05/04 07:59:16
4, "The PRT is currently down.", 2011/05/04 06:32:09
5, "The prt is out of service to and from Walnut Staion Buses are running", 2011/05/02 19:44:21
5, "tHE PRT IS OUT OF SERVICE @TOWHOSBEEAND eng BUSSES ARE PICKING UP AT THE BOTTOM OF MTR STA OUTSIDE OF HOS AND AT THE CROSSWALK BY THE TENNIS COURTS OUTSIDE OF TOW AND AT THE TURNAROUNDS OUTSIDE OF ENG AND BEE", 2011/04/25 09:38:36
2, "The PRT is currently down between Beechurst and Health Sciences Center.", 2011/04/25 09:35:47
1, "The PRT is currently running on a normal schedule.", 2011/04/25 09:20:17
4, "The PRT is currently down.", 2011/04/20 19:24:43
1, "The PRT is currently running on a normal schedule.", 2011/04/18 12:56:59
2, "The PRT is currently down between Towers and Beechurst.", 2011/04/18 12:36:34
1, "The PRT is currently running on a normal schedule.", 2011/04/18 12:30:30
1, "The PRT is currently running on a normal schedule.", 2011/04/15 10:21:11
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/04/15 10:05:30
1, "The PRT is currently running on a normal schedule.", 2011/04/14 16:16:34
1, "The PRT is currently running on a normal schedule.", 2011/04/14 12:47:52
6, "The PRT is currently down at the Walnut Street station.", 2011/04/14 12:41:35
1, "The PRT is currently running on a normal schedule.", 2011/04/14 11:12:58
2, "The PRT is currently down between Beechurst and Health Sciences Center.", 2011/04/14 10:42:29
1, "The PRT is currently running on a normal schedule.", 2011/04/14 10:29:02
1, "The PRT is currently running on a normal schedule.", 2011/04/12 15:28:34
2, "The PRT is currently down between Towers and Beechurst.", 2011/04/12 15:16:15
2, "The PRT is currently down between Towers and Beechurst.", 2011/04/12 15:15:45
1, "The PRT is currently running on a normal schedule.", 2011/04/11 17:05:14
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2011/04/11 16:05:31
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2011/04/11 09:46:41
1, "The PRT is currently running on a normal schedule.", 2011/04/08 13:32:36
1, "The PRT is currently running on a normal schedule.", 2011/04/07 10:01:47
6, "The PRT is currently down at the Health Sciences Center station.", 2011/04/07 09:32:40
2, "The PRT is currently down between Engineering and Beechurst.", 2011/04/01 12:10:39
1, "The PRT is currently running on a normal schedule.", 2011/03/29 14:16:05
2, "The PRT is currently down between Engineering and Beechurst.", 2011/03/29 13:45:42
6, "The PRT is currently down at the Health Sciences Center station.", 2011/03/18 14:17:15
1, "The PRT is currently running on a normal schedule.", 2011/03/14 09:12:43
2, "The PRT is currently down between Engineering and Beechurst.", 2011/03/14 08:52:49
1, "The PRT is currently running on a normal schedule.", 2011/03/11 12:59:22
1, "The PRT is currently running on a normal schedule.", 2011/03/11 12:07:13
6, "The PRT is currently down at the Beechurst station.", 2011/03/11 10:39:40
2, "The PRT is currently down between Engineering and Beechurst.", 2011/03/10 09:10:48
1, "The PRT is currently running on a normal schedule.", 2011/03/10 08:30:29
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2011/03/10 08:23:51
2, "The PRT is currently down between Engineering and Beechurst.", 2011/03/10 08:17:29
2, "The PRT is currently down between Beechurst and Engineering.", 2011/03/09 11:24:34
1, "The PRT is currently running on a normal schedule.", 2011/03/04 13:53:25
1, "The PRT is currently running on a normal schedule.", 2011/03/03 08:56:12
2, "The PRT is currently down between Engineering and Beechurst.", 2011/03/03 08:47:39
1, "The PRT is currently running on a normal schedule.", 2011/03/01 14:27:08
2, "The PRT is currently down between Beechurst and Engineering.", 2011/03/01 14:12:11
1, "The PRT is currently running on a normal schedule.", 2011/03/01 13:59:06
1, "The PRT is currently running on a normal schedule.", 2011/02/22 13:28:03
1, "The PRT is currently running on a normal schedule.", 2011/02/22 09:47:01
6, "The PRT is currently down at the Health Sciences Center station.", 2011/02/22 09:14:21
5, "the prt is o ut of service @ bee and eng stas busses are pickng up @ the turnarounds outside of bee and eng", 2011/02/22 08:10:32
4, "The PRT is currently down.", 2011/02/21 14:35:41
1, "The PRT is currently running on a normal schedule.", 2011/02/18 09:13:06
1, "The PRT is currently running on a normal schedule.", 2011/02/16 10:46:55
1, "The PRT is currently running on a normal schedule.", 2011/02/15 13:17:37
1, "The PRT is currently running on a normal schedule.", 2011/02/15 12:57:30
6, "The PRT is currently down at the Beechurst station.", 2011/02/15 12:44:11
5, "prt down @ engineering", 2011/02/15 12:25:12
1, "The PRT is currently running on a normal schedule.", 2011/02/15 11:24:36
2, "The PRT is currently down between Beechurst and Health Sciences Center.", 2011/02/15 10:57:05
1, "The PRT is currently running on a normal schedule.", 2011/02/15 10:10:53
4, "The PRT is currently down.", 2011/02/15 10:05:12
1, "The PRT is currently running on a normal schedule.", 2011/02/15 10:05:08
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/02/15 09:05:14
5, "prt is down north bound beechurst to engineering", 2011/02/11 12:38:24
1, "The PRT is currently running on a normal schedule.", 2011/02/10 08:43:01
2, "The PRT is currently down between Towers and Engineering.", 2011/02/10 08:35:04
1, "The PRT is currently running on a normal schedule.", 2011/02/09 08:01:38
1, "The PRT is currently running on a normal schedule.", 2011/02/08 22:24:15
5, "the prt is down to and from Walnut Station buses are running Beechurst Station to and from Walnut stya", 2011/02/08 18:52:22
5, "The prt is out of service at bee and eng sta&#039;s busses pick up at the turnarounds outside of eng and bee", 2011/02/07 13:52:35
1, "The PRT is currently running on a normal schedule.", 2011/02/07 13:38:19
1, "The PRT is currently running on a normal schedule.", 2011/02/03 15:47:44
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2011/02/03 15:26:20
2, "The PRT is currently down between Health Sciences Center and Beechurst.", 2011/02/02 11:50:23
1, "The PRT is currently running on a normal schedule.", 2011/02/02 10:28:23
5, "The prt is out of service at tow and hos busses pickup at the bottom of mtr sta and at the crosswalk by the tennis courts outside of tow", 2011/02/02 10:27:39
5, "The prt is out of service at tow and hos busses pickup at the bottom of mtr sta and at the crosswalk by the tennis courts outside of tow", 2011/02/02 10:12:44
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/02/02 10:11:02
4, "The PRT is currently down.", 2011/02/01 20:32:48
1, "The PRT is currently running on a normal schedule.", 2011/02/01 17:51:53
1, "The PRT is currently running on a normal schedule.", 2011/02/01 13:15:38
5, "The prt is currently out of service @tow eng bee and wal busses are picking up at the crosswalk by the tennis courts at the turnarounds outside of eng and bee and at the corner of wal and chestnut streets outside of wal", 2011/02/01 12:46:10
2, "The PRT is currently down between Towers and Beechurst.", 2011/02/01 12:38:10
1, "The PRT is currently running on a normal schedule.", 2011/01/31 13:55:51
5, "The prt is out od service throughout the system busses pick at the bottom of mtr sta at the crosswalk by the tennis courts outside of tow and the turnrounds outside of eng and bee and at the corner of wal and chestnut streets", 2011/01/31 13:00:48
5, "The prt is out od service throughout the system busses pick at the bottom of mtr sta at the crosswalk by the tennis courts outside of tow and the turnrounds outside of eng and bee and at the corner of wal and chestnut streets", 2011/01/31 13:00:44
5, "The prt is temporarily out of service from HOS to BEE busses pick up at the bottom of mtr sta outside of hos at the crosswalk by the tennis courts outside of tow and at the turnarounds outside of eng and bee", 2011/01/31 12:17:26
1, "The PRT is currently running on a normal schedule.", 2011/01/31 07:23:42
1, "The PRT is currently running on a normal schedule.", 2011/01/27 11:36:57
2, "The PRT is currently down between Engineering and Beechurst.", 2011/01/27 11:21:41
1, "The PRT is currently running on a normal schedule.", 2011/01/27 10:59:11
1, "The PRT is currently running on a normal schedule.", 2011/01/27 10:20:25
5, "The prt will be temporarily oout of service to reboot computers this should only last 15 mins at the most", 2011/01/27 10:11:38
1, "The PRT is currently running on a normal schedule.", 2011/01/26 15:03:45
5, "WVU classes will be closed at 4:00", 2011/01/26 14:36:45
5, "WVU classes will be closed at 4:00", 2011/01/26 14:36:40
2, "The PRT is currently down between Beechurst and Health Sciences Center.", 2011/01/24 12:16:32
1, "The PRT is currently running on a normal schedule.", 2011/01/24 09:10:44
2, "The PRT is currently down between Engineering and Beechurst.", 2011/01/24 09:02:20
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/01/22 15:50:11
1, "The PRT is currently running on a normal schedule.", 2011/01/21 09:38:11
1, "The PRT is currently running on a normal schedule.", 2011/01/19 16:48:20
5, "The PRT is out of service between Beech Sta and Eng Sta", 2011/01/19 16:30:12
5, "The prt is out of service @tow eng bee and wal sta&#039;s the busses pick up at the crosswalk by the tennis courts outside of tow sta and at the turnarounds outside of eng and bee and at the corner of walnut and chestnut streets outside of wal sta", 2011/01/19 11:35:23
5, "The prt is currently out of service between Eng and Bee Busses will pick up at Tow at the crosswalk by the tennis courts and at the tirnarounds outside of bee and eng", 2011/01/19 10:52:59
2, "The PRT is currently down between Engineering and Beechurst.", 2011/01/19 10:49:27
1, "The PRT is currently running on a normal schedule.", 2011/01/19 10:49:15
1, "The PRT is currently running on a normal schedule.", 2011/01/18 12:35:44
6, "The PRT is currently down at the Walnut Street station.", 2011/01/15 09:35:53
5, "The prt will be temporarily out of service to reboot computers estimated time will be 15 mins", 2011/01/13 10:14:48
1, "The PRT is currently running on a normal schedule.", 2011/01/12 15:53:10
1, "The PRT is currently running on a normal schedule.", 2011/01/12 12:39:00
5, "The prt is currently out of service between Tow and Bee Busses will be picking up at the crosswalk by the tennis courts @ tow and at the turnarounds outside of Bee and ENG", 2011/01/12 12:26:22
6, "The PRT is currently down at the Health Sciences Center station.", 2011/01/11 08:18:49
1, "The PRT is currently running on a normal schedule.", 2011/01/11 07:44:25
2, "The PRT is currently down between Engineering and Beechurst.", 2011/01/11 07:33:22
1, "The PRT is currently running on a normal schedule.", 2011/01/11 05:08:16
5, "The PRT is Out of service to and from Walnut Station buses are running Beech Sta and Walnut Sta", 2011/01/10 15:52:41
6, "The PRT is currently down at the Health Sciences Center station.", 2011/01/10 14:18:04
1, "The PRT is currently running on a normal schedule.", 2011/01/10 10:25:19
1, "The PRT is currently running on a normal schedule.", 2011/01/10 09:27:49
5, "The prt is currently out of service busses are picking up @ all sta&#039;s at the bottom of mtr sta at hos at the crosswalk by the tennis courts at tow at the turnarounds at bee and eng and along the main road at wal", 2011/01/10 08:34:03
5, "The prt is out of service @ WAL sta busses are picking outside of the sta along the main road", 2011/01/10 06:55:23
5, "The PRT is out of service @ WAL STA the busses are running and picking up at the turnaround by the main road", 2011/01/10 06:38:06
1, "The PRT is currently running on a normal schedule.", 2010/12/17 05:55:03
1, "The PRT is currently running on a normal schedule.", 2010/12/16 11:50:56
5, "due to snow the prt is in and out of service bus support is available at all stations.", 2010/12/16 11:44:44
5, "The prt is currently out of service between eng and bee busses are picking up at the turnarounds outside of bee and eng stations", 2010/12/09 07:56:24
1, "The PRT is currently running on a normal schedule.", 2010/12/08 13:32:52
