status_code, message, timestamp
5, "The prt is out of service @wal bee and eng sta&#039;s busses pick up at the turnarounds outside of ang and bee and @ the corner of walnut and chestnut streets", 2011/03/10 09:26:40
4, "The PRT is currently down.", 2010/10/14 16:59:28
1, "The PRT is currently running on a normal schedule.", 2010/09/20 11:44:15
5, "The PRT is currently running on a normal schedule.", 2010/10/25 16:39:52
5, "The prt is out of service due to weather conditions busses will pick up @ all stations", 2011/02/22 06:23:50
5, "The PRT is out of service temporarily between Towers and Beechurst stations.", 2011/04/14 15:47:57
1, "The PRT is currently running on a normal schedule.", 2010/12/06 12:58:28
1, "The PRT is currently running on a normal schedule.", 2010/09/14 06:59:20
1, "The PRT is currently running on a normal schedule.", 2011/05/02 19:43:17
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2011/03/01 13:40:23
5, "The Prt is out of service to and from Hosptial/Medical Station Buses are running from Below mountineer Sta  to tennis courts at Towers Sta", 2010/09/17 16:46:01
5, "The prt is out of service @ ENG and BEE busses are picking up", 2011/10/19 11:02:04
1, "The PRT is currently running on a normal schedule.", 2012/02/22 09:02:22
5, "the3 prt is out of service @ tow eng and hos busses are picking up @ the bottom of mtr sta outside of hos and @ the crosswalk by the tennis courts outside of tow and @ the turnaround outside of eng", 2012/01/18 13:38:06
1, "The PRT is currently running on a normal schedule.", 2011/03/10 14:17:50
6, "The PRT is currently down at the Health Sciences Center station.", 2010/08/18 18:26:07
5, "PRT is out of service between towers engineering and beechurst. busses are picking up and dropping off at those locations", 2010/09/24 08:27:13
1, "The PRT is currently running on a normal schedule.", 2012/02/17 11:13:27
5, "the prt is down to and from beech sta", 2010/11/03 22:14:45
2, "The PRT is currently down between Engineering and Beechurst.", 2012/01/31 07:57:39
1, "The PRT is currently running on a normal schedule.", 2011/04/14 16:19:39
5, "The prt will be out of service @ wal sta busses will pick up @ the corner of walnut and chestnut streets and @ the turnaround outside of bee sta", 2011/02/09 06:24:35
4, "The PRT is currently down.", 2010/12/09 07:43:33
5, "prt is out of service at beechurst and walnut", 2011/05/04 06:31:08
5, "The prt is out of service @ bee and eng busses are picking up @ the turnarounds outside of eng and bee", 2012/01/12 09:32:30
6, "The PRT is currently down at the Health Sciences Center station.", 2010/09/17 17:47:38
1, "The PRT is currently running on a normal schedule.", 2011/10/19 11:28:43
1, "The PRT is currently running on a normal schedule.", 2010/08/19 09:11:32
1, "The PRT is currently running on a normal schedule.", 2012/02/22 15:00:42
1, "The PRT is currently running on a normal schedule.", 2010/10/19 11:31:05
1, "The PRT is currently running on a normal schedule.", 2010/09/24 10:21:36
5, "The prt is out of service busses will pick up @ the botom of mtr sta and @ the crosswalk by the tennis courts out side of tow and @ the turnarounds outside of eng and bee and @ the corner of walnut and chestnut streets outside of wal", 2011/11/14 08:56:37
1, "The PRT is currently running on a normal schedule.", 2011/04/11 10:09:32
5, "PRT is currently down between Towers and Beechurst", 2010/08/30 12:28:35
1, "The PRT is currently running on a normal schedule.", 2010/11/05 13:48:51
5, "The prt is out of service @ eng and bee busses will pick up @ the turnarounds outside of bee and eng", 2012/01/31 08:24:07
6, "The PRT is currently down at the Health Sciences Center station.", 2011/04/15 12:09:20
6, "The PRT is currently down at the Engineering station.", 2011/02/10 08:34:13
5, "The prt is temporarily out of service to reboot computers estimated time will be 10 minutes", 2010/12/16 09:12:11
1, "The PRT is currently running on a normal schedule.", 2012/02/02 10:24:17
1, "The PRT is currently running on a normal schedule.", 2012/02/27 10:16:44
1, "The PRT is currently running on a normal schedule.", 2011/10/19 14:23:04
1, "The PRT is currently running on a normal schedule.", 2012/01/20 08:59:19
1, "The PRT is currently running on a normal schedule.", 2010/10/19 11:21:44
6, "The PRT is currently down at the Health Sciences Center station.", 2010/08/20 06:21:50
2, "The PRT is currently down between Engineering and Beechurst.", 2010/09/29 12:21:02
6, "The PRT is currently down at the Health Sciences Center station.", 2011/04/11 16:57:17
1, "The PRT is currently running on a normal schedule.", 2010/08/31 12:26:40
6, "The PRT is currently down at the Health Sciences Center station.", 2011/01/22 15:50:42
5, "The prt is currently out of service between ENG and BEE STA", 2010/09/08 10:25:08
5, "the prt is out of service @ tow eng bee and wal busses will be picking up @ the crosswalk by the tennis courts @ the turnarounds outside of eng and bee and @ the corneer of walnut and chestnut streets", 2011/12/07 09:16:55
1, "The PRT is currently running on a normal schedule.", 2011/04/15 13:26:44
5, "The prt is out of service @ TOWENGBEE and WAL the3 busses pick up at tow at the crosswalk by the tennis courts at the turnarounds at bee and eng and by the main road at wal", 2011/01/10 07:52:54
5, "prt is down at beechurst station. walnut to beechurst is still running", 2011/02/18 09:04:39
6, "The PRT is currently down at the Walnut Street station.", 2011/03/07 09:08:01
1, "The PRT is currently running on a normal schedule.", 2011/01/20 08:28:17
1, "The PRT is currently running on a normal schedule.", 2010/09/29 08:07:57
4, "The PRT is currently down.", 2011/06/09 08:00:02
6, "The PRT is currently down at the Health Sciences Center station.", 2011/03/18 14:17:14
1, "The PRT is currently running on a normal schedule.", 2010/08/23 08:33:44
1, "The PRT is currently running on a normal schedule.", 2010/09/29 12:45:39
5, "Bee sta is out of service busses are running from wal to bee to eng and back the busses pick up @ the turnarounds outside of bee and eng and @ the corner of walnut and chestnut streets", 2011/07/25 06:23:55
6, "The PRT is currently down at the Health Sciences Center station.", 2011/11/30 09:42:29
5, "The prt is currently out of service between BEE sta to TOW sta busses pick up at the crosswalk by the tennis courts at TOW sta and at the turn arounds at BEE and ENG", 2010/10/28 12:39:43
4, "The PRT is currently down.", 2010/08/31 16:35:48
1, "The PRT is currently running on a normal schedule.", 2010/09/08 12:31:49
1, "The PRT is currently running on a normal schedule.", 2011/02/21 09:15:40
6, "The PRT is currently down at the Walnut Street station.", 2011/01/10 15:15:40
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2011/01/24 12:19:51
2, "The PRT is currently down between Beechurst and Health Sciences Center.", 2011/03/09 11:33:13
1, "The PRT is currently running on a normal schedule.", 2010/10/01 13:41:37
1, "The PRT is currently running on a normal schedule.", 2011/06/09 13:39:24
1, "The PRT is currently running on a normal schedule.", 2011/10/28 07:54:54
5, "The prt is temporarily out of service from HOS to BEE busses pick up at the bottom of mtr sta outside of hos at the crosswalk by the tennis courts outside of tow and at the turnarounds outside of eng and bee", 2011/01/31 12:17:23
1, "The PRT is currently running on a normal schedule.", 2010/10/21 11:16:54
5, "The prt is currently down from Engineering to towers and hospital stations", 2010/08/23 09:08:11
6, "The PRT is currently down at the Health Sciences Center station.", 2011/11/30 10:22:21
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2011/04/14 09:57:17
1, "The PRT is currently running on a normal schedule.", 2010/09/02 12:51:12
1, "The PRT is currently running on a normal schedule.", 2010/11/18 07:14:11
1, "The PRT is currently running on a normal schedule.", 2011/04/20 19:55:13
5, "The prt is currently out of service@TowEng and Bee Towis able to get to ENG sta and busses are picking up at the crosswalk by the tennis courts outside of tow and at the turnarounds outside of eng and bee", 2011/01/12 12:31:56
1, "The PRT is currently running on a normal schedule.", 2010/09/08 16:12:10
2, "The PRT is currently down between Towers and Beechurst.", 2011/01/12 12:19:31
6, "The PRT is currently down at the Walnut Street station.", 2012/01/09 06:42:58
2, "The PRT is currently down between Engineering and Beechurst.", 2012/02/03 13:21:09
6, "The PRT is currently down at the Health Sciences Center station.", 2010/09/15 05:45:30
1, "The PRT is currently running on a normal schedule.", 2011/01/24 12:43:28
1, "The PRT is currently running on a normal schedule.", 2010/08/17 07:35:08
1, "The PRT is currently running on a normal schedule.", 2010/08/26 08:04:23
2, "The PRT is currently down between Health Sciences Center and Beechurst.", 2012/02/14 06:44:54
5, "The prt is out of service @ toweng and bee busses are picking up @ the crosswalk by the tennis courts and @ the turnarounds outside of eng and bee", 2011/11/02 09:17:45
1, "The PRT is currently running on a normal schedule.", 2011/06/21 07:08:21
1, "The PRT is currently running on a normal schedule.", 2011/04/01 12:24:18
4, "The PRT is currently down.", 2010/10/22 17:09:53
1, "The PRT is currently running on a normal schedule.", 2011/02/15 09:14:21
1, "The PRT is currently running on a normal schedule.", 2010/11/30 09:33:28
1, "The PRT is currently running on a normal schedule.", 2010/09/02 18:47:45
5, "The PRT is currrently down between Eng Bee and Wal", 2010/09/10 09:52:58
6, "The PRT is currently down at the Walnut Street station.", 2010/08/18 06:40:14
5, "closed on sundays open 06:30am monday", 2012/02/04 17:11:11
5, "The prt is out of service @ beeeng and wal busses will pick up @ the turnarounds outside of bee and eng and @ at the corner of walnut and chestnut streets outside of wal sta", 2011/05/23 06:09:12
5, "The PRT is curretly out of service at BEE STA to WAL STA and out of service at HOS STA Busses at TOW will pick up at the crosswalk by the tennis courts and drop off at the bottom of mountaineer STA at HOS", 2010/09/16 13:12:03
5, "wvu will be closed as well as the PRT at 4:00 PM", 2011/01/26 14:36:01
1, "The PRT is currently running on a normal schedule.", 2011/03/10 08:57:48
6, "The PRT is currently down at the Walnut Street station.", 2010/10/07 07:15:04
2, "The PRT is currently down between Engineering and Beechurst.", 2012/01/13 08:28:11
4, "The PRT is currently down.", 2012/02/14 17:06:38
2, "The PRT is currently down between Health Sciences Center and Beechurst.", 2010/09/17 20:47:35
2, "The PRT is currently down between Engineering and Beechurst.", 2011/01/31 14:27:13
1, "The PRT is currently running on a normal schedule.", 2010/09/04 17:24:24
1, "The PRT is currently running on a normal schedule.", 2011/12/08 14:23:17
1, "The PRT is currently running on a normal schedule.", 2012/02/27 08:33:25
1, "The PRT is currently running on a normal schedule.", 2011/04/25 11:27:09
1, "The PRT is currently running on a normal schedule.", 2010/09/10 10:18:27
2, "The PRT is currently down between Engineering and Beechurst.", 2011/01/18 10:17:55
1, "The PRT is currently running on a normal schedule.", 2012/01/09 11:26:05
5, "The PRT is down between Medical Center and Towers Stations. Buses are running between Med Center and Towers Stations at this time.", 2010/09/16 14:49:23
1, "The PRT is currently running on a normal schedule.", 2010/08/18 07:55:02
1, "The PRT is currently running on a normal schedule.", 2010/08/30 09:26:30
1, "The PRT is currently running on a normal schedule.", 2011/02/01 14:57:50
1, "The PRT is currently running on a normal schedule.", 2012/02/17 07:54:21
1, "The PRT is currently running on a normal schedule.", 2011/06/27 12:22:09
1, "The PRT is currently running on a normal schedule.", 2012/01/13 09:35:11
1, "The PRT is currently running on a normal schedule.", 2011/11/09 13:52:23
1, "The PRT is currently running on a normal schedule.", 2010/09/18 01:02:30
1, "The PRT is currently running on a normal schedule.", 2011/04/08 13:43:03
5, "The PRT system is down at medical station.", 2010/10/25 16:31:27
1, "The PRT is currently running on a normal schedule.", 2011/12/02 09:20:41
5, "The prt is out of service @ HOSTOWENGBEE busses pick up @ the bottom of mtr sta outside of hos at the turnarounds outside of bee and eng and at the crosswalk by the tennis courts outside of tow", 2011/02/15 10:59:19
4, "The PRT is currently down.", 2011/04/14 15:59:23
2, "The PRT is currently down between Engineering and Beechurst.", 2010/09/07 08:31:14
1, "The PRT is currently running on a normal schedule.", 2012/02/28 07:32:48
1, "The PRT is currently running on a normal schedule.", 2010/09/10 16:03:04
6, "The PRT is currently down at the Health Sciences Center station.", 2010/08/18 21:53:08
5, "The prt is out of service @ ENG and BEE busses are picking up", 2011/10/19 11:02:04
2, "The PRT is currently down between Beechurst and Towers.", 2012/02/22 14:19:48
6, "The PRT is currently down at the Engineering station.", 2012/01/11 09:52:27
1, "The PRT is currently running on a normal schedule.", 2012/02/07 17:51:42
6, "The PRT is currently down at the Walnut Street station.", 2011/05/26 09:04:49
4, "The PRT is currently down.", 2010/09/16 23:14:23
4, "The PRT is currently down.", 2010/10/18 18:42:05
5, "prt closed sunday and monday. open 6:30am tuesday", 2012/01/14 17:12:07
5, "closed Sunday&#039;s", 2012/02/18 16:49:27
1, "The PRT is currently running on a normal schedule.", 2011/11/11 10:20:43
1, "The PRT is currently running on a normal schedule.", 2010/09/18 10:48:38
2, "The PRT is currently down between Beechurst and Towers.", 2010/08/30 10:32:54
1, "The PRT is currently running on a normal schedule.", 2012/01/23 15:23:13
4, "The PRT is currently down.", 2011/12/03 11:23:37
5, "The PRT is out of service between Hospital Towers Engineering and Beechurst stations buses are operating between these stations.", 2010/10/05 12:16:13
5, "The PRT is down at Beechust Station buses are operating between Engineering and Beechurst Stations.", 2010/09/07 14:04:45
1, "The PRT is currently running on a normal schedule.", 2010/04/05 06:14:08
1, "The PRT is currently running on a normal schedule.", 2010/07/22 08:46:19
6, "The PRT is currently down at the Engineering station.", 2010/04/05 07:28:12
4, "The PRT is currently down.", 2010/04/12 15:54:02
1, "The PRT is currently running on a normal schedule.", 2010/06/09 07:56:27
4, "The PRT is currently down.", 2010/08/06 18:37:18
4, "The PRT is currently down.", 2010/04/12 17:45:55
6, "The PRT is currently down at the Engineering station.", 2010/05/17 08:37:57
5, "Out Of Service", 2010/08/06 18:37:51
1, "The PRT is currently running on a normal schedule.", 2010/04/12 19:27:45
1, "The PRT is currently running on a normal schedule.", 2010/08/16 05:49:56
2, "The PRT is currently down between Engineering and Beechurst.", 2010/04/23 16:26:44
6, "The PRT is currently down at the Health Sciences Center station.", 2010/05/25 16:39:37
5, "bus spprt frm beech. eng. and towers", 2010/04/30 06:53:24
1, "The PRT is currently running on a normal schedule.", 2010/07/06 13:23:10
4, "The PRT is currently down.", 2010/07/09 17:01:17
1, "The PRT is currently running on a normal schedule.", 2010/07/14 17:01:31
4, "The PRT is currently down.", 2010/08/06 18:29:40
5, "closed  semester break", 2010/05/08 17:02:54
7, "The PRT is not running because of the holiday.", 2010/08/06 18:37:28
1, "The PRT is currently running on a normal schedule.", 2010/06/23 11:52:19
4, "The PRT is currently down.", 2010/08/06 18:38:00
6, "The PRT is currently down at the Health Sciences Center station.", 2010/06/24 13:40:45
6, "The PRT is currently down at the Walnut Street station.", 2010/08/17 06:53:43
1, "The PRT is currently running on a normal schedule.", 2010/04/12 18:13:17
6, "The PRT is currently down at the Health Sciences Center station.", 2010/04/21 10:04:09
6, "The PRT is currently down at the Engineering station.", 2010/05/24 07:00:39
2, "The PRT is currently down between Beechurst and Engineering.", 2010/04/30 06:54:09
4, "The PRT is currently down.", 2010/06/03 13:19:55
4, "The PRT is currently down.", 2010/07/06 14:28:00
4, "The PRT is currently down.", 2010/05/05 11:41:50
6, "The PRT is currently down at the Beechurst station.", 2010/06/04 09:56:05
1, "The PRT is currently running on a normal schedule.", 2010/07/09 17:36:14
5, "the prt is currently down at ENG to tow and HOS and HOS and TOW to ENG", 2010/04/05 06:41:06
4, "The PRT is currently down.", 2010/05/06 18:00:56
1, "The PRT is currently running on a normal schedule.", 2010/06/04 13:25:18
2, "The PRT is currently down between Engineering and Beechurst.", 2010/07/22 08:26:23
1, "The PRT is currently running on a normal schedule.", 2010/04/05 07:51:28
2, "The PRT is currently down between Engineering and Walnut Street.", 2010/05/07 10:38:23
4, "The PRT is currently down.", 2010/08/06 18:30:59
1, "The PRT is currently running on a normal schedule.", 2010/06/09 13:51:14
4, "The PRT is currently down.", 2010/08/06 18:37:35
6, "The PRT is currently down at the Engineering station.", 2010/06/23 12:19:50
5, "PRT Closed Aug 7 thru Aug 15", 2010/08/09 08:59:14
1, "The PRT is currently running on a normal schedule.", 2010/04/21 10:24:08
1, "The PRT is currently running on a normal schedule.", 2010/06/24 14:01:20
1, "The PRT is currently running on a normal schedule.", 2010/04/23 18:16:39
6, "The PRT is currently down at the Walnut Street station.", 2010/05/27 11:51:46
6, "The PRT is currently down at the Health Sciences Center station.", 2010/07/06 13:12:30
1, "The PRT is currently running on a normal schedule.", 2010/06/04 10:43:58
5, "The prt is not operating from bee to wal and wal to bee all other areas are operating normally busses will pick up @ the turnround outside of bee and @ the corner of walnut and chestnut streets outside of wal", 2012/02/27 09:29:59
5, "The prt caN NOPT CURRENTLY GET FROM WAL TO BEE AND BEE TO WAL ALL OTHER AREAS ARE OPERATING NORMALLY", 2012/02/27 08:34:12
1, "The PRT is currently running on a normal schedule.", 2012/02/27 08:33:29
6, "The PRT is currently down at the Beechurst station.", 2012/02/27 08:30:17
1, "The PRT is currently running on a normal schedule.", 2012/02/27 05:26:46
5, "Closed Sunday&#039;s", 2012/02/25 16:54:54
1, "The PRT is currently running on a normal schedule.", 2012/02/24 10:30:31
4, "The PRT is currently down.", 2012/02/24 09:53:37
2, "The PRT is currently down between Beechurst and Walnut Street.", 2012/02/22 08:54:55
2, "The PRT is currently down between Beechurst and Engineering.", 2012/02/21 09:58:21
1, "The PRT is currently running on a normal schedule.", 2012/02/20 06:16:02
6, "The PRT is currently down at the Walnut Street station.", 2012/02/17 11:07:04
6, "The PRT is currently down at the Beechurst station.", 2012/02/17 07:49:21
5, "The prt is out of service @ HosBeeTowand Eng buses will pick up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis couts outside of tow and @ the turnarounds outside of eng and bee", 2012/02/14 06:47:15
1, "The PRT is currently running on a normal schedule.", 2012/02/13 09:58:41
5, "The prt is out of service @ hos tow eng  and bee busses will pick up @ the turnaround outside of eng and bee @ the crosswalk by the tennis courts outside of tow and @ the bottom of mtr sta ouside of hos", 2012/02/13 09:31:22
1, "The PRT is currently running on a normal schedule.", 2012/02/13 09:14:22
5, "the prt is out of service @ bee buses will pick up @ the turnarounds outside of eng and bee", 2012/02/13 09:12:14
5, "the prt is out of service @ bee and wal buses will pick up @ the corner of walnut and chestnut streets outside of walnut and @ the turnarounds outside of bee and eng", 2012/02/13 09:05:55
1, "The PRT is currently running on a normal schedule.", 2012/02/13 08:59:20
2, "The PRT is currently down between Towers and Health Sciences Center.", 2012/02/13 08:40:56
1, "The PRT is currently running on a normal schedule.", 2012/02/13 05:56:49
2, "The PRT is currently down between Beechurst and Engineering.", 2012/02/07 17:47:54
1, "The PRT is currently running on a normal schedule.", 2012/02/07 09:05:07
5, "the prt is out of service @ eng and bee busses will pic up @ the turnarounds outside of eng and bee", 2012/02/07 08:39:41
1, "The PRT is currently running on a normal schedule.", 2012/02/06 06:03:01
1, "The PRT is currently running on a normal schedule.", 2012/02/03 13:23:50
5, "prt is out of service at walnut and beechurst", 2012/02/03 11:28:13
1, "The PRT is currently running on a normal schedule.", 2012/02/03 07:22:50
6, "The PRT is currently down at the Beechurst station.", 2012/02/02 12:52:03
2, "The PRT is currently down between Beechurst and Engineering.", 2012/02/02 10:14:51
4, "The PRT is currently down.", 2012/02/02 10:12:52
1, "The PRT is currently running on a normal schedule.", 2012/02/02 09:58:46
4, "The PRT is currently down.", 2012/02/02 09:57:49
1, "The PRT is currently running on a normal schedule.", 2012/02/02 07:53:50
2, "The PRT is currently down between Engineering and Beechurst.", 2012/02/02 07:42:50
1, "The PRT is currently running on a normal schedule.", 2012/01/31 20:40:37
2, "The PRT is currently down between Engineering and Beechurst.", 2012/01/31 19:56:12
5, "The PRT is down between beechurst and engineering buses are running", 2012/01/31 19:52:43
1, "The PRT is currently running on a normal schedule.", 2012/01/31 13:27:16
5, "The prt is out of service @ all sta&#039;s busses will pick up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of bee and eng and @ the corner of walnut and chestnut streets", 2012/01/31 13:10:36
5, "The prt is out of service @hostowengand bee busses wil;l be picking up @ the turnarounds outside of eng and bee and @ the bottom of nmtr sta outside of hos and @ the crosswalk by the tyenniscourts outside of tow", 2012/01/31 13:02:28
5, "The prt is out of service @ eng and bee busses will pick up @ the turnarounds outside of eng and bee", 2012/01/31 12:27:14
5, "The prt is out of service @ engbeeand wal busses will pick up @ the turnarounds outside of bee and eng and @ the corner of walnut and chestnut streets", 2012/01/31 11:17:13
1, "The PRT is currently running on a normal schedule.", 2012/01/31 09:33:36
2, "The PRT is currently down between Engineering and Walnut Street.", 2012/01/31 09:30:20
1, "The PRT is currently running on a normal schedule.", 2012/01/31 08:39:46
2, "The PRT is currently down between Engineering and Beechurst.", 2012/01/31 08:21:52
1, "The PRT is currently running on a normal schedule.", 2012/01/31 07:59:11
1, "The PRT is currently running on a normal schedule.", 2012/01/30 07:26:03
5, "The prt is out of service @ bee eng and wal busses will pick up @ the turnarounds outside of bee and eng and the corner of walnut and chestnut streets", 2012/01/30 07:15:02
1, "The PRT is currently running on a normal schedule.", 2012/01/30 07:03:34
5, "The prt is out of service temporarily for computer reboot", 2012/01/30 06:53:13
2, "The PRT is currently down between Health Sciences Center and Beechurst.", 2012/01/30 06:35:55
5, "Closed Sunday&#039;s", 2012/01/28 16:55:46
1, "The PRT is currently running on a normal schedule.", 2012/01/27 10:11:16
2, "The PRT is currently down between Health Sciences Center and Engineering.", 2012/01/27 10:01:05
1, "The PRT is currently running on a normal schedule.", 2012/01/27 08:55:23
5, "the prt is out of service @towhoseng and bee. busses will pick up @ the turnarounds outside of eng and bee @ the crosswalk by the tennis courts outside of tow and @ the bottom of mtr sta outside of hos", 2012/01/26 09:06:58
5, "The prt is out of service @ eng and bee busses will pick up @ the turnarounds outside of eng and bee", 2012/01/26 08:40:47
5, "The prt is out of service @ wal busses are picking up @ the corner of walnut and chestnut streets and @ the turnaround outside of bee", 2012/01/25 10:40:28
1, "The PRT is currently running on a normal schedule.", 2012/01/25 10:16:09
1, "The PRT is currently running on a normal schedule.", 2012/01/25 09:48:54
5, "the prt is out of service @ beeengtow and hos busses will pick up @ the bottom of mtr sta outside of hos @ the ctrosswalk by the tennis courts outside of tow and @ the turnarounds outside of eng and bee", 2012/01/25 09:20:20
1, "The PRT is currently running on a normal schedule.", 2012/01/24 13:34:03
5, "The prt is out of service @ Hos Sta busses will be picking up @ the bottom of mtr sta and @ the crosswalk by the tennis courts outside of tow sta", 2012/01/24 13:20:06
5, "The prt is out of service @ Hos Tow Eng and BNee busses will pick up @ the bottom of mtr sta outside of hos @ the crosswalk by the tenniscourts outside of tow and /2 the turnarounds outside of eng and bee", 2012/01/24 13:03:40
1, "The PRT is currently running on a normal schedule.", 2012/01/23 15:23:20
1, "The PRT is currently running on a normal schedule.", 2012/01/23 15:23:20
5, "closed sundays", 2012/01/21 18:02:34
1, "The PRT is currently running on a normal schedule.", 2012/01/20 08:59:14
1, "The PRT is currently running on a normal schedule.", 2012/01/20 06:55:36
1, "The PRT is currently running on a normal schedule.", 2012/01/18 13:50:44
5, "The prt is out of service @ hos tow bee busses will pick up @ the bottom  of mntr sta outside of hos @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of eng and bee", 2012/01/18 13:43:13
1, "The PRT is currently running on a normal schedule.", 2012/01/18 13:18:32
5, "The prt is out of service @ eng going to tow and hos busses are picking up @ the crosswalk by the tennis courts outside of tow and @ the turnaround outside of eng", 2012/01/18 13:11:04
5, "The prt is out of service @eng sta busses arew picking up @ the crosswalk by the tennis courts outside of tow and @ the turnarounds outside of eng and bee", 2012/01/18 13:04:44
1, "The PRT is currently running on a normal schedule.", 2012/01/18 12:26:25
6, "The PRT is currently down at the Engineering station.", 2012/01/18 12:00:16
1, "The PRT is currently running on a normal schedule.", 2012/01/17 04:59:10
1, "The PRT is currently running on a normal schedule.", 2012/01/14 10:08:49
1, "The PRT is currently running on a normal schedule.", 2012/01/13 08:38:11
1, "The PRT is currently running on a normal schedule.", 2012/01/12 09:58:59
5, "The prt is out of service @ tow eng and bee busses will pick up @ the crosswalk by the tennis courts outside of tow and @ the turnarounmds outside of bee and eng", 2012/01/12 09:34:48
5, "Thge prt is out of service @ all stas busses will pick up @ the turnarounds outside of eng and bee @ the crosswalk outside of tow sta @ the bottom of mtr sta outside of hos and @ the corner of walnut and chestnut streets outside of wal", 2012/01/11 12:17:53
5, "the prt is out of service @ tow hos eng and bee busses will pick up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis courts outside of tow and @ thje turnarounds outside of eng and bee", 2012/01/11 12:14:44
1, "The PRT is currently running on a normal schedule.", 2012/01/11 12:02:05
5, "The prt is out of service @ hostow and eng busses are picking up @ the bottom of mtr sta outside of hos @ the croisswalk by the tennis courts outside of tow and @! the turnaround outside of eng", 2012/01/11 12:00:00
5, "The prt is out of servicve @ tow eng bee and hos busses mpick up @ the crosswalk by the tennis courts outside of tow and @ the bottom of mtr sta outside of hos @ the turnarounds outside of eng and bee", 2012/01/11 11:31:03
5, "the prt is down  bee and eng busses will be picking up @ the turnarounds outside of eng and bee", 2012/01/11 10:50:12
2, "The PRT is currently down between Engineering and Beechurst.", 2012/01/11 10:48:37
1, "The PRT is currently running on a normal schedule.", 2012/01/09 13:00:11
2, "The PRT is currently down between Towers and Walnut Street.", 2012/01/09 11:12:02
2, "The PRT is currently down between Engineering and Walnut Street.", 2012/01/09 11:11:33
1, "The PRT is currently running on a normal schedule.", 2012/01/09 06:56:04
5, "Closed Sunday&#039;s", 2012/01/07 17:06:36
1, "The PRT is currently running on a normal schedule.", 2012/01/07 12:01:33
6, "The PRT is currently down at the Beechurst station.", 2012/01/07 11:35:50
1, "The PRT is currently running on a normal schedule.", 2012/01/06 06:37:11
1, "The PRT is currently running on a normal schedule.", 2012/01/05 05:07:23
5, "PRT shutdown till the 5th of January", 2012/01/04 13:16:13
5, "The prt is out of service @ hos tow and eng busses will pick up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis courts outside of tow and @ the turnaround outside of eng", 2011/12/12 11:18:25
2, "The PRT is currently down between Health Sciences Center and Engineering.", 2011/12/12 11:16:27
5, "PRT is out of service at Beechurst and walnut&lt; busses are running", 2011/12/09 13:17:27
5, "PRT is out of service at beecurst and walnut", 2011/12/09 13:16:04
5, "the prt is out of service @ eng and bee busses will pick up @ the turnarounds outside of eng and bee", 2011/12/08 14:14:30
2, "The PRT is currently down between Towers and Beechurst.", 2011/12/08 14:08:45
1, "The PRT is currently running on a normal schedule.", 2011/12/07 14:12:11
5, "The prt is out of service @ all sta&#039;s busses are picking up @ the bottom of mtr sta outside of hos @ the crosswalk by the tennis courts outside of tow and @ thje turnaroun ds outside of eng and bee and @ the corner of walnut and chestnut streets outsi", 2011/12/07 14:01:43
5, "The prt is out of service @ eng bee tow and wal busses are picking up @ the crosswalk outside of tow and @ the turnarounds outside of eng and bee and @ the corner of walnut and chestnut streets outside of wal", 2011/12/07 13:55:59
2, "The PRT is currently down between Engineering and Walnut Street.", 2011/12/07 13:23:33
1, "The PRT is currently running on a normal schedule.", 2011/12/07 09:42:50
5, "the prt is out of service @ eng bee and wal busses will pick up @ the turnarounds outside of eng and bee and", 2011/12/07 09:23:54
2, "The PRT is currently down between Towers and Beechurst.", 2011/12/07 09:14:56
1, "The PRT is currently running on a normal schedule.", 2011/12/06 08:12:42
5, "The prt will be down briefly to reboot computers", 2011/12/06 07:58:47
5, "PRT is down from towers to medical and medical to all stations", 2011/12/02 09:07:22
1, "The PRT is currently running on a normal schedule.", 2011/12/01 12:29:47
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/12/01 12:27:51
1, "The PRT is currently running on a normal schedule.", 2011/11/30 11:45:00
5, "The prt is out of service @ hos sta busses will be picking up @ the crosswalk by the tennis courts outside of tow and @ the bottom of mtr sta outside of hos", 2011/11/30 10:48:45
5, "the prt is out of service @ tow and hos busses will pick up @ the turnaround outside of eng and @ the crosswalk outside of tow and @ the bottom of mtr sta out side of hos", 2011/11/30 10:34:07
2, "The PRT is currently down between Towers and Health Sciences Center.", 2011/11/30 09:40:32
2, "The PRT is currently down between Engineering and Beechurst.", 2011/11/16 10:02:51
1, "The PRT is currently running on a normal schedule.", 2011/11/14 09:25:13
5, "the prt is out of service between bee and eng busses pick up @ the turnarounds outside of eng and bee", 2011/11/14 09:15:54
5, "prt is down between beechurst and engineering - busses called", 2011/11/11 09:54:55
1, "The PRT is currently running on a normal schedule.", 2011/11/08 13:10:57
5, "The prt is out of service @ tow eng bee and wal busses are picking up @ the crosswalk by the tennis courts outside of tow @ the turnarounds outside of eng and bee abd @ the corner of wal and chestnut streets outside of wal", 2011/11/08 12:47:00
